PK_Nr,Sortierklasse,A_cm2,sigma_max,E_mod,n_points,a_hat,k_hat,rmse,method,force_col_header,strain_col_header,QC_flag,grade,density_kg_m3,moisture_pct,failure_mode,grain_angle_class,clamping_pressure,grade_m,outlier_ahat
99,s 7,5.075391000000001,43.14019538100611,9.472175840994224,2234,0.5513998797131507,7.051968747890888,0.0794608739078381,sigmoid,Kraft [kN],e_sensor,1,S7,37.709170412869796,11.0,Zug-/Schubversagen im Einspannbereich,<7,60 bar,S7,0
101,s 7,4.996986000000001,50.30662170656471,18.370975000383183,3403,0.540160064362604,6.277519256325973,0.064746349561065,sigmoid,Kraft [kN],e_sensor,1,S7,495.7205139393703,11.484562585155428,Einspannung,<7,60 bar,S7,0
106,s 7,5.189928,46.958672433654186,9.58746034978364,2701,0.5388154131857827,6.5801231499918025,0.0699399751826432,sigmoid,Kraft [kN],e_sensor,1,S7,375.76293294158785,10.745933397617236,Zug-/Schubversagen,<7,60 bar,S7,0
114,s 7,5.050734,45.34382326286634,12.61325448517812,2239,0.5442365519735618,6.89735315770396,0.0771376068346374,sigmoid,Kraft [kN],e_sensor,1,S7,393.6062937838086,10.554789959982042,Einspannung,<7,60 bar,S7,0
115,s 7,5.022017,45.21648746907866,11.95639203308574,3574,0.5516367338222914,6.53630511279571,0.0643885574018862,sigmoid,Kraft [kN],e_sensor,1,S7,445.16036738021677,10.76552193672323,Zug-/Schubversagen an Ästen,<7,60 bar,S7,0
120,s 7,5.107956,28.32557122347472,21.246694074974556,1610,0.6069980639655654,8.648250584600994,0.0477757898244849,sigmoid,Kraft [kN],e_sensor,1,S7,374.1945536820683,9.856755974074503,Schubversagen,<7,80 bar,S7,0
121,s 7,5.102215999999999,36.173731454381794,9.879794559370437,1819,0.5730707208889766,8.265448808686966,0.0837464369758741,sigmoid,Kraft [kN],e_sensor,1,S7,376.45499614861706,10.390453003778633,Spröder Bruch,<7,80 bar,S7,0
122,s 7,5.155990000000001,50.93939812601459,13.854007204355378,2569,0.5326171762937048,6.374596772944367,0.0724748783566236,sigmoid,Kraft [kN],e_sensor,1,S7,403.317702763757,10.718156696690592,Splitternder Bruch,<7,60 bar,S7,0
125,s 7,5.187672,24.50969185937353,10.71667933375532,1523,0.6460717009672703,13.860582743421231,0.0826342304429462,sigmoid,Kraft [kN],e_sensor,1,S7,378.9193124126209,10.276972527437968,Zug-/Schubversagen,<7,60 bar,S7,0
126,s 7,5.18035,31.449442816363764,10.039909596925792,1957,0.6022364832768539,8.698676913953603,0.0762590559651872,sigmoid,Kraft [kN],e_sensor,1,S7,394.610057025805,10.311281774793683,Zug-/Schubversagen,<12,60 bar,S7,0
127,s 7,5.128559999999999,36.74300220846593,7.826704661879323,1846,0.567325078033522,7.960371358270937,0.078802825069559,sigmoid,Kraft [kN],e_sensor,1,S7,394.09451438991283,10.371871560983221,Zug-/Schubversagen,<7,60 bar,S7,0
128,s 7,5.139456,60.638816120568016,17.203747818533678,3601,0.5236554748722659,5.827845949790299,0.0602678135960349,sigmoid,Kraft [kN],e_sensor,1,S7,421.4347061373013,10.949060784531236,Schubversagen,<7,60 bar,S7,0
141,s 7,5.107374,36.40936231980466,9.09270791817453,1813,0.57122590900829,8.274358348102808,0.0845646828332549,sigmoid,Kraft [kN],e_sensor,1,S7,388.9609798347038,10.621135215453851,Splitternder Bruch,<16,60 bar,S7,0
142,s 7,5.081208,48.87194455039037,12.607405591996113,2433,0.5374380624493451,6.60146570169282,0.0758770324749991,sigmoid,Kraft [kN],e_sensor,1,S7,375.7170432764902,10.897504449177363,Splitternder Bruch,<7,60 bar,S7,0
145,s 7,5.11545,41.05702455306962,12.914541725288691,2081,0.5544255034327983,7.413637185590555,0.0823465773975855,sigmoid,Kraft [kN],e_sensor,1,S7,416.5049177560714,10.960965534929667,Zug-/Schubversagen,<16,60 bar,S7,0
152,s 7,5.064048,53.19948123763835,14.17887413789328,2824,0.5308219403713285,6.294921039614659,0.0690325948045665,sigmoid,Kraft [kN],e_sensor,1,S7,421.01650760396507,10.314887117850528,Zug-/Schubversagen,<7,60 bar,S7,0
159,s 7,5.081328,20.575343366807846,10.26327548934309,1024,0.7680859325018425,26.75177409178198,0.0775602152818489,sigmoid,Kraft [kN],e_sensor,1,S7,442.2644457915865,10.466419993712357,Zug-/Schubversagen an Ästen,<7,60 bar,S7,0
166,s 7,5.093364,45.13295617959957,12.705133190440732,2578,0.5456813820951659,6.7721202099006295,0.0724484278559953,sigmoid,Kraft [kN],e_sensor,1,S7,393.8086618773001,10.324969651724489,Schubversagen,<7,60 bar,S7,0
169,s 7,5.073156,43.72592089987968,14.673581375586693,2197,0.5479885578927938,7.08641137284832,0.079633194197214,sigmoid,Kraft [kN],e_sensor,1,S7,430.4271531801796,10.796123718247971,Schubversagen,<7,60 bar,S7,0
171,s 7,5.05505,59.15280187015954,17.190073518684123,3601,0.525513847301182,5.978780266530745,0.0615831708214462,sigmoid,Kraft [kN],e_sensor,1,S7,422.52311662282216,11.200702885004917,Zug-/Schubversagen,<7,60 bar,S7,0
173,s 7,5.126441000000001,53.3108070552748,12.132690450216218,2853,0.531414258015126,6.180313562766762,0.0692000689832638,sigmoid,Kraft [kN],e_sensor,1,S7,381.4746695037471,11.012440367216609,Zug-/Schubversagen im Einspannbereich,<7,60 bar,S7,0
174,s 7,5.146050000000001,36.10958283537859,12.598047676199725,1809,0.5714966806093703,8.310729030152226,0.0853528976607419,sigmoid,Kraft [kN],e_sensor,1,S7,394.2572425069112,10.487295414653993,Zug-/Schubversagen an Ästen,<7,60 bar,S7,0
178,s 7,5.136924,32.16818232321522,11.509248916895656,2403,0.5790900416160724,7.68408713800587,0.0901846348567494,sigmoid,Kraft [kN],e_sensor,1,S7,364.2874186610877,9.820583980230307,Zug-/Schubversagen an Ästen,<7,60 bar,S7,0
180,s 7,5.136828,38.30297622993217,11.48940697220274,1966,0.5631917065271663,7.860235843611096,0.0831108047546031,sigmoid,Kraft [kN],e_sensor,1,S7,409.9592344123665,10.752319910480557,Spröder Bruch,<7,60 bar,S7,0
183,s 7,5.153946,31.601467275632107,12.489253136936744,1928,0.6014991078843326,8.924832848936495,0.0785303183952949,sigmoid,Kraft [kN],e_sensor,1,S7,380.9062697044837,10.520994183987241,Einspannung,<7,60 bar,S7,0
187,s 7,5.10959,34.115498687272364,23.37987322243848,1821,0.5837769740361293,8.605133946404834,0.0826943771931052,sigmoid,Kraft [kN],e_sensor,1,S7,475.4798864047949,10.903046505330543,Zug-/Schubversagen im Einspannbereich,<7,60 bar,S7,0
190,s 7,5.126253,55.05919113824464,11.32603111070113,2772,0.5274074633058121,6.134611764647941,0.0684422139279128,sigmoid,Kraft [kN],e_sensor,1,S7,368.94073820260854,10.733423777636478,Zug-/Schubversagen,<16,60 bar,S7,0
198,s 7,5.005856,47.1767192826262,11.707401980011104,2340,0.5418514229375964,6.794492388207281,0.0767012408577893,sigmoid,Kraft [kN],e_sensor,1,S7,387.6592152993134,10.61271748594,Spröder Bruch,<7,60 bar,S7,0
223,s 7,5.083983,63.50198797748734,13.390177431144076,3234,0.5217083552442663,5.820292710415622,0.0640734917415524,sigmoid,Kraft [kN],e_sensor,1,S7,455.9016541479221,10.308297462814838,Splitternder Bruch,<12,60 bar,S7,0
235,s 7,5.03478,50.97737404241099,24.64920751113511,2597,0.5323430213366018,6.3995730694706365,0.067959196808318,sigmoid,Kraft [kN],e_sensor,1,S7,453.044644140151,10.557018211963635,Schubversagen,<7,60 bar,S7,0
238,s 7,5.197271,35.06689345956753,11.023095296449297,1780,0.5757037141678354,8.576579673249606,0.0882178134365253,sigmoid,Kraft [kN],e_sensor,1,S7,380.5980664378595,10.126049227748233,Zug-/Schubversagen,<7,60 bar,S7,0
243,s 7,5.091294,26.518844595303275,9.660882281043266,1382,0.6528059883076499,13.789713254228069,0.0865247680389464,sigmoid,Kraft [kN],e_sensor,1,S7,444.17568997725795,10.196048377895597,Zug-/Schubversagen,<7,60 bar,S7,0
255,s 7,5.071078000000001,25.80431100214293,8.179649501147289,1275,0.6589559649997927,14.570338448204067,0.0790024338636797,sigmoid,Kraft [kN],e_sensor,1,S7,373.1686022839919,10.89291833081195,Zug-/Schubversagen,<7,60 bar,S7,0
260,s 7,5.189763999999999,46.47403568712374,14.49515531274028,2703,0.5446375001842718,6.518815690985145,0.0728861092735644,sigmoid,Kraft [kN],e_sensor,1,S7,398.33745087608594,11.005621867045136,Schubversagen,<7,60 bar,S7,0
261,s 7,5.147939999999999,55.31539451338789,15.37834292494026,3836,0.5273402098671262,5.969473918591756,0.0604923486587343,sigmoid,Kraft [kN],e_sensor,1,S7,442.7607985464913,11.121246281855433,Zug-/Schubversagen,<7,60 bar,S7,0
263,s 7,5.180581,51.33494558814929,15.996600302484431,3392,0.5337139535437402,6.259176262238648,0.0638944265943347,sigmoid,Kraft [kN],e_sensor,1,S7,402.4261024669418,10.931408401963537,Zug-/Schubversagen,<7,60 bar,S7,0
276,s 7,5.147442,60.4006737412,14.104093589678593,3112,0.5218502517721398,5.913234641880232,0.064124633226079,sigmoid,Kraft [kN],e_sensor,1,S7,399.26567630160315,10.160954701089429,Einspannung,<7,80 bar,S7,0
277,s 7,5.181215,56.59570800478267,13.590149660339792,3003,0.5248175497911565,6.111657324463134,0.0674529765229748,sigmoid,Kraft [kN],e_sensor,1,S7,386.9195267206456,10.4908870577511,Zug-/Schubversagen im Einspannbereich,<7,60 bar,S7,0
280,s 7,5.286864,32.33717494789917,10.59114492389644,1694,0.5884567358466829,9.258521735985134,0.0891316467048717,sigmoid,Kraft [kN],e_sensor,1,S7,378.1001359592188,9.918437248262558,Schubversagen,<7,80 bar,S7,0
285,s 7,5.17032,35.143629135865865,12.826869871950466,2173,0.5764148284100071,8.540996096630524,0.079497823696939,sigmoid,Kraft [kN],e_sensor,1,S7,394.1820470506088,10.883394428614181,Einspannung,<7,80 bar,S7,0
290,s 7,5.040688,57.81120398396013,18.17363158624024,3495,0.5263432476445878,6.052970097931723,0.0622014380223071,sigmoid,Kraft [kN],e_sensor,1,S7,459.3883367979422,10.153834638931801,Zug-/Schubversagen an Ästen,<7,100 bar,S7,0
296,s 7,5.137296,39.54391738255884,13.711013298055754,2002,0.5570672625597486,7.532562271439988,0.0797214014310881,sigmoid,Kraft [kN],e_sensor,1,S7,432.41562733890123,9.586123069034185,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
313,s 7,5.1282,74.48566413410164,18.39233241827365,3874,0.5133089927036147,5.598940209998273,0.0573448099857623,sigmoid,Kraft [kN],e_sensor,1,S7,485.31947169165227,11.307708918589384,Zug-/Schubversagen im Einspannbereich,<7,100 bar,S7,0
318,s 7,5.233872,26.218127653628137,14.725991058345794,1482,0.6484879553234244,12.451612660609012,0.0827062717780264,sigmoid,Kraft [kN],e_sensor,1,S7,377.71195713442313,11.127609795414854,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
320,s 7,5.058664,41.080452671149935,14.05920924589668,2078,0.5566039995061184,7.4105557290671396,0.0813943627600881,sigmoid,Kraft [kN],e_sensor,1,S7,391.0176625680353,11.133685124030618,Zug-/Schubversagen,<7,80 bar,S7,0
321,s 7,5.331262,39.0136504616543,17.73340070175953,2018,0.5557613273630271,7.473690583187651,0.0825874205326532,sigmoid,Kraft [kN],e_sensor,1,S7,462.02514111174537,11.217083588245009,Splitternder Bruch,<7,100 bar,S7,0
324,s 7,5.12958,50.05668029229489,36.96458908945535,2687,0.5332731636318011,6.383683062282024,0.072691167577867,sigmoid,Kraft [kN],e_sensor,1,S7,495.6416345820343,11.516195943881272,Zug-/Schubversagen an Ästen,<7,100 bar,S7,0
325,s 7,5.183736,31.200449362800317,15.388503610362951,1574,0.5974152648089519,9.724417768071843,0.0838053823986339,sigmoid,Kraft [kN],e_sensor,1,S7,394.1551370862136,11.520387471935248,Schubversagen,<12,80 bar,S7,0
334,s 7,5.243833,51.016538290073306,9.721181585384857,2729,0.5319160073034928,6.234070866790422,0.0691790637982043,sigmoid,Kraft [kN],e_sensor,1,S7,389.0643475701466,10.780831818295438,Spröder Bruch,<7,80 bar,S7,0
335,s 7,5.164884,37.51528773443896,10.967550010167702,1950,0.5660072307197307,7.861536215705965,0.0829905928376558,sigmoid,Kraft [kN],e_sensor,1,S7,380.78065818705494,10.42824305332921,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
337,s 7,5.16465,42.09066532824102,11.630519699692432,2125,0.5502523193416671,7.192804275994549,0.0801645178531625,sigmoid,Kraft [kN],e_sensor,1,S7,333.8760432994928,11.11735286408863,Spröder Bruch,<7,80 bar,S7,0
344,s 7,5.220317,47.74632968888671,9.947003858278809,2574,0.5384586776945747,6.499863408904527,0.0728152256632515,sigmoid,Kraft [kN],e_sensor,1,S7,403.98883581155,10.622408861812406,Spröder Bruch,<7,80 bar,S7,0
349,s 7,5.1004,42.54861597864874,17.3617889451056,2159,0.5484082707889965,7.007905400010789,0.073180969843892,sigmoid,Kraft [kN],e_sensor,1,S7,406.2942106328206,10.993172446097056,Schubversagen,<7,80 bar,S7,0
355,s 7,5.18708,68.97296383514426,19.530531593346858,3808,0.5158877525595904,5.66934658578359,0.0578025486341836,sigmoid,Kraft [kN],e_sensor,1,S7,488.39327412376355,11.570028222235416,Zug-/Schubversagen im Einspannbereich,<7,80 bar,S7,0
357,s 7,5.14284,48.29819376307643,12.251921095935169,2435,0.5368080957339503,6.559650929837259,0.073997516097706,sigmoid,Kraft [kN],e_sensor,1,S7,381.6956871536805,11.111425743604379,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
363,s 7,4.988628,23.885348273613506,10.052688733892827,1228,0.70442634275201,22.98686267080003,0.0824660589610359,sigmoid,Kraft [kN],e_sensor,1,S7,369.87329929872124,10.852621729628984,Zug-/Schubversagen an Ästen,<12,60 bar,S7,0
368,s 7,5.100678,23.5980576993882,16.052079616675943,1201,0.6902084800036837,15.654055553823072,0.0839291629408984,sigmoid,Kraft [kN],e_sensor,1,S7,411.84356088656887,10.885036969070143,Zug-/Schubversagen im Einspannbereich,<7,80 bar,S7,0
395,s 7,5.089347999999999,58.79330512351484,14.776958947270066,3283,0.5240176803182789,6.036071379868446,0.0643582934757844,sigmoid,Kraft [kN],e_sensor,1,S7,408.67657931110347,10.991157289444804,Einspannung,<7,80 bar,S7,0
400,s 7,5.24664,54.83702650053176,25.120890211814043,2813,0.5267310889134296,6.114978371507806,0.069245341019927,sigmoid,Kraft [kN],e_sensor,1,S7,444.6335713698985,11.50130878383433,Spröder Bruch,<7,100 bar,S7,0
413,s 7,5.159532,46.01991245281549,14.22039337240315,2545,0.5413853551414218,6.663449582044741,0.0717993344911728,sigmoid,Kraft [kN],e_sensor,1,S7,389.89182755943955,11.279453793221059,Spröder Bruch,<7,80 bar,S7,0
423,s 7,5.205024000000001,26.5571485747472,8.274878386633404,1348,0.6409687287147526,13.307429444466225,0.0843782938306838,sigmoid,Kraft [kN],e_sensor,1,S7,405.5041415559193,11.143639883531348,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
432,s 7,5.136442000000001,59.394633453225005,14.980574602197848,3525,0.5235324634160177,5.988642392521511,0.062647988948206,sigmoid,Kraft [kN],e_sensor,1,S7,396.42824417893604,10.79211790027981,Zug-/Schubversagen im Einspannbereich,<7,80 bar,S7,0
433,s 7,5.002316,37.56394413107849,11.056451031310356,2104,0.5710472215943532,8.06076487719743,0.0793581915135339,sigmoid,Kraft [kN],e_sensor,1,S7,375.9021694178207,10.784296075338224,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
441,s 7,5.14284,24.88793506481828,4.8878620207743975,1248,0.6668158480287836,15.090522792099812,0.0787435594603335,sigmoid,Kraft [kN],e_sensor,1,S7,389.86668167013164,10.519663777306091,Splitternder Bruch,<7,80 bar,S7,0
442,s 7,5.116132,55.10906176287085,14.257683610292794,2767,0.5276029615586927,6.150100605783457,0.068786733023956,sigmoid,Kraft [kN],e_sensor,1,S7,447.80559535784244,11.217381605164228,Zug-/Schubversagen an Ästen,<7,100 bar,S7,0
449,s 7,5.092308,36.64722653141758,16.829495513508554,1844,0.5674793076663804,7.863309800628613,0.074538607266528,sigmoid,Kraft [kN],e_sensor,1,S7,470.2451269163522,11.386494266454,Zug-/Schubversagen an Ästen,<7,100 bar,S7,0
450,s 7,5.12754,46.88177636717607,13.606195706973754,2344,0.5401253900558406,6.723094531067886,0.0768533265392231,sigmoid,Kraft [kN],e_sensor,1,S7,426.3157699596044,11.022860347968509,Zug-/Schubversagen im Einspannbereich,<7,80 bar,S7,0
453,s 7,5.185231999999999,50.743619843094784,15.573119385772875,2582,0.5326658564468107,6.376212916228958,0.0725098685377801,sigmoid,Kraft [kN],e_sensor,1,S7,422.02354245670443,11.366615803271234,Zug-/Schubversagen im Einspannbereich,<7,80 bar,S7,0
459,s 7,5.143859999999999,28.948365214182544,10.34637729625487,1485,0.6216362365398926,11.358512828690854,0.0887167434759496,sigmoid,Kraft [kN],e_sensor,1,S7,378.0322231094178,11.552531151005072,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
460,s 7,5.17242,26.39617991312577,13.481294755360254,1352,0.6462118464439484,13.24444660081276,0.0815332228691445,sigmoid,Kraft [kN],e_sensor,1,S7,380.9702320434406,11.025508442707471,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
464,s 7,5.167272,44.22118113653588,11.232481877562115,2436,0.5442382525112478,6.853618260808465,0.0731764713084951,sigmoid,Kraft [kN],e_sensor,1,S7,379.82119220801627,10.712503968109937,Zug-/Schubversagen im Einspannbereich,<7,80 bar,S7,0
466,s 7,5.203968,53.634148139458205,12.748662161190175,3242,0.5305093815464884,6.129225835731773,0.0661260169553858,sigmoid,Kraft [kN],e_sensor,1,S7,379.61564860019917,11.266557305563948,Zug-/Schubversagen im Einspannbereich,<7,80 bar,S7,0
467,s 7,5.160868,21.50454708515118,14.003627219082595,1102,0.7379274915086675,36.61437949768882,0.0709574354864591,sigmoid,Kraft [kN],e_sensor,1,S7,407.517309066573,11.423523801978147,Zug-/Schubversagen im Einspannbereich,<7,80 bar,S7,0
468,s 7,5.129784,32.551116248266986,13.797639279783954,1915,0.592947930812995,8.725608234959358,0.0760003565174705,sigmoid,Kraft [kN],e_sensor,1,S7,383.5248072084204,10.927501353357528,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
470,s 7,5.230752,44.53313354250976,12.987506698372918,2279,0.5418349408955119,6.764230138979176,0.0742348565059757,sigmoid,Kraft [kN],e_sensor,1,S7,394.82091610793634,11.256588934445958,Zug-/Schubversagen im Einspannbereich,<7,80 bar,S7,0
472,s 7,5.187924,34.09622293642891,14.319331564340956,1812,0.578370496528287,8.433318976833949,0.0775473545989213,sigmoid,Kraft [kN],e_sensor,1,S7,459.91098334628873,11.430273250233368,Schubversagen,<7,100 bar,S7,0
473,s 7,5.122523999999999,50.78266303022691,15.120743400515524,2804,0.5320744334151807,6.4781275387774135,0.0701730108603215,sigmoid,Kraft [kN],e_sensor,1,S7,425.35605789679016,10.540953043606214,Zug-/Schubversagen an Ästen,<12,80 bar,S7,0
474,s 7,5.22054,39.55816831209032,10.304750351951178,2273,0.5624497159651891,7.199080793258078,0.0790505318749983,sigmoid,Kraft [kN],e_sensor,1,S7,370.192110258636,10.975150651208567,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
476,s 7,5.060175,27.513129486628426,11.332735282960735,1361,0.6396105026623243,13.71642589399942,0.090785636046247,sigmoid,Kraft [kN],e_sensor,1,S7,392.01451179274426,10.94340768645616,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
478,s 7,5.127948,46.22697260556269,11.650042809566768,2649,0.5396169733182598,6.581217561887068,0.0683890701299856,sigmoid,Kraft [kN],e_sensor,1,S7,404.0973564620664,11.419410091102511,Zug-/Schubversagen im Einspannbereich,<7,60 bar,S7,0
481,s 7,5.200965,25.0126903282612,7.312892696734194,1269,0.6612235162495135,14.861127981929966,0.0802043999996119,sigmoid,Kraft [kN],e_sensor,1,S7,382.4631621608447,10.835578345667965,Zug-/Schubversagen,<7,80 bar,S7,0
482,s 7,5.295450999999999,22.77148872388301,18.77129083481932,1346,0.6844297857403164,13.035178033335384,0.0666524892623793,sigmoid,Kraft [kN],e_sensor,1,S7,435.1254624224177,10.74288185878198,Zug-/Schubversagen an Ästen,<7,100 bar,S7,0
483,s 7,5.170839999999999,26.074005716430992,11.369777705051003,1312,0.6496132376132262,14.225342931473682,0.0840069493303488,sigmoid,Kraft [kN],e_sensor,1,S7,380.1978135078905,8.203989584925077,Splitternder Bruch,<7,80 bar,S7,0
486,s 7,5.110667,41.77771172652219,11.269587554373656,2374,0.5542301693755479,7.054288057728657,0.074331543422964,sigmoid,Kraft [kN],e_sensor,1,S7,371.4632416421316,11.02862106920044,Zug-/Schubversagen im Einspannbereich,<12,80 bar,S7,0
487,s 7,5.126922,34.51241523422826,13.996605445753271,1729,0.5794891731803437,8.682806277873395,0.0844318572327866,sigmoid,Kraft [kN],e_sensor,1,S7,377.25594155720756,10.915027379677072,Zug-/Schubversagen,<7,80 bar,S7,0
490,s 7,5.081384,36.00680721285776,13.449280822447497,1841,0.5732034103637268,8.266349899219023,0.0805712128045802,sigmoid,Kraft [kN],e_sensor,1,S7,378.886177301661,10.896561063644313,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
495,s 7,5.20102,34.15933392031755,9.241655493288672,1753,0.5761183995512094,8.312689887431095,0.0764122703985559,sigmoid,Kraft [kN],e_sensor,1,S7,408.4017480158864,11.388405376810267,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
496,s 7,5.145770000000001,34.121335946806795,13.280128135847889,1711,0.5820344871916475,8.931181047715864,0.0878724683178372,sigmoid,Kraft [kN],e_sensor,1,S7,411.8868560470801,11.425697300453743,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
498,s 7,5.151432,22.09947361177921,13.480245897711868,1110,0.7233256916091669,29.393417798941503,0.0725678734111215,sigmoid,Kraft [kN],e_sensor,1,S7,389.3001171800683,11.243184666278133,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
500,s 7,5.078304,10.706474528085558,3.906983509618128,527,0.5692830332385234,5.572828133720367,0.0474857314733344,sigmoid,Kraft [kN],e_sensor,1,S7,337.96427337165903,11.13630558950105,Spröder Bruch,<7,80 bar,S7,0
501,s 7,5.046766000000001,38.12669805524963,12.32090489897018,1904,0.566613752178519,7.958902239423993,0.0834539958720553,sigmoid,Kraft [kN],e_sensor,1,S7,378.0660124485812,10.837947775397684,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
502,s 7,5.117574,29.4001725414718,9.048313008347211,1516,0.6186973512755098,11.369031473172283,0.0913787841369982,sigmoid,Kraft [kN],e_sensor,1,S7,393.79368925245245,10.494699202968787,Zug-/Schubversagen an Ästen,<16,80 bar,S7,0
506,s 7,5.1619,21.286869826880604,9.64391550259913,1085,0.743845088028274,29.14320707614628,0.0813279941391915,sigmoid,Kraft [kN],e_sensor,1,S7,373.0141692139213,11.070663154416504,Einspannung,<7,80 bar,S7,0
509,s 7,5.02778,43.740042822080525,14.137850881163118,2162,0.5484723769288339,7.094657837413489,0.0781701978780174,sigmoid,Kraft [kN],e_sensor,1,S7,413.2782835105144,10.900773217887389,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
514,s 7,5.161464,39.87820546166747,14.14474638188947,2376,0.5602225651175342,7.367161365028114,0.0779541698535957,sigmoid,Kraft [kN],e_sensor,1,S7,373.38756925123755,11.083051657353483,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
515,s 7,5.124207,53.14084833638649,14.329400930167363,2746,0.5293449130975701,6.251169712805397,0.0691716685127337,sigmoid,Kraft [kN],e_sensor,1,S7,382.52252392770646,11.154902735075252,Zug-/Schubversagen,<7,80 bar,S7,0
516,s 7,5.188316,60.704980400914295,15.454562775115646,3280,0.523244269142628,5.840948308338021,0.0630001213819429,sigmoid,Kraft [kN],e_sensor,1,S7,428.086266587768,11.057621239798534,Zug-/Schubversagen im Einspannbereich,<7,80 bar,S7,0
519,s 7,5.097325,42.44371588284051,14.532422701702474,2144,0.5511915018680903,7.20825168328596,0.0804308507149994,sigmoid,Kraft [kN],e_sensor,1,S7,434.92811541126406,11.099149196068083,Einspannung,<7,80 bar,S7,0
534,s 7,5.056099,20.651638450043208,12.69720157492526,1040,0.772650157217899,35.42727148548543,0.0952302223014952,sigmoid,Kraft [kN],e_sensor,1,S7,380.3723697913552,10.9724482366341,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
535,s 7,5.037813,50.30581505556082,12.76484201073588,2482,0.5356723863220918,6.521098288305207,0.0747613327527755,sigmoid,Kraft [kN],e_sensor,1,S7,372.14471438093256,11.299760291480363,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
539,s 7,5.06018,32.26303754881249,10.433824196258916,1631,0.5960190359691887,9.454236537400346,0.0826556524630695,sigmoid,Kraft [kN],e_sensor,1,S7,326.986561987536,10.604781403156194,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
540,s 7,5.056011,35.180888834597084,9.571649943264893,1746,0.5798408132693497,8.746386458748507,0.0871525387799322,sigmoid,Kraft [kN],e_sensor,1,S7,314.2938117944798,11.409091726981005,Zug-/Schubversagen,<7,80 bar,S7,0
541,s 7,5.0904,41.97705484834198,13.26771418575433,2088,0.5518353289898901,7.267866957547795,0.0801072690743459,sigmoid,Kraft [kN],e_sensor,1,S7,405.05649770511366,10.857243457385042,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
545,s 7,5.08024,29.17086786561757,11.379368191585302,1504,0.621827051792907,11.543449454804378,0.0872321727985212,sigmoid,Kraft [kN],e_sensor,1,S7,393.0690051078166,11.229707996291058,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
551,s 7,5.053104,33.67237633170621,13.845679832113726,1836,0.59427923790762,8.907637603774175,0.0860619820931284,sigmoid,Kraft [kN],e_sensor,1,S7,421.5756639464257,11.29304303705819,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
552,s 7,5.078802,25.25208154710993,13.981433741024762,1315,0.6726690762253017,15.249876844755091,0.0838846446094983,sigmoid,Kraft [kN],e_sensor,1,S7,374.3779280793583,10.888678422043466,Zug-/Schubversagen im Einspannbereich,<7,80 bar,S7,0
556,s 7,5.021952000000001,19.601809356824795,6.444151824671858,1029,0.7948455800941686,33.61449900084913,0.1214984762612926,sigmoid,Kraft [kN],e_sensor,1,S7,376.4048806180449,11.032306468908597,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
561,s 7,5.050956,42.41852077730434,12.746009352527349,2094,0.5523273044449711,7.310736216775958,0.0820837066261362,sigmoid,Kraft [kN],e_sensor,1,S7,386.3894829308178,11.53231968498348,Zug-/Schubversagen im Einspannbereich,<7,80 bar,S7,0
562,s 7,5.099484,51.1468376935294,12.607169331589924,3065,0.5364494175425727,6.281285270457549,0.0681642297780727,sigmoid,Kraft [kN],e_sensor,1,S7,332.39098272741876,11.309624079276501,Schubversagen,<7,80 bar,S7,0
563,s 7,5.01994,33.65314671963211,11.85485314718371,2039,0.5972165227987584,8.618903265113925,0.081947122537991,sigmoid,Kraft [kN],e_sensor,1,S7,389.8567374192754,11.386338508805,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
564,s 7,5.13084,65.5776895815305,12.269075586562725,3644,0.5212789258535189,5.681726393855279,0.0604700261455385,sigmoid,Kraft [kN],e_sensor,1,S7,367.416965331623,10.78836587937156,Spröder Bruch,<7,80 bar,S7,0
