PK_Nr,Sortierklasse,A_cm2,sigma_max,E_mod,n_points,a_hat,k_hat,rmse,method,force_col_header,strain_col_header,QC_flag,grade,density_kg_m3,moisture_pct,failure_mode,grain_angle_class,clamping_pressure,grade_m,outlier_ahat
50,s 7,5.036052,32.46712172178723,12.913496460988176,1810,0.5958538020094443,9.272535012646344,0.08667182132998,sigmoid,Kraft [kN],e_sensor,1,S7,382.1923010166375,10.995646920529826,Zug-/Schubversagen,<7,80 bar,S7,0
54,s 7,5.075130000000001,55.300376849952606,10.970966551448113,2840,0.5284358941355096,6.180631575106367,0.0693517219549846,sigmoid,Kraft [kN],e_sensor,1,S7,387.6084732725094,10.86298198244914,Spröder Bruch,<16,80 bar,S7,0
57,s 7,4.999955,57.77247698354286,13.336928329348927,3232,0.5268437935506894,6.096607111709094,0.0645353007751776,sigmoid,Kraft [kN],e_sensor,1,S7,389.4901255440853,11.033304639997896,Zug-/Schubversagen im Einspannbereich,<16,80 bar,S7,0
61,s 7,5.206440000000001,78.43178652303685,17.650686890824296,4810,0.5109658688143246,5.558681186234268,0.0528488579601109,sigmoid,Kraft [kN],e_sensor,1,S7,458.9815991875344,11.097400412381813,Einspannung,<7,100 bar,S7,0
62,s 7,5.163644,46.90754197157086,11.854573093801662,2393,0.5391774113970412,6.649560700111842,0.0746653789300259,sigmoid,Kraft [kN],e_sensor,1,S7,425.3301007584248,11.154161954108055,Einspannung,<7,80 bar,S7,0
63,s 7,5.143911999999999,37.89034675845932,9.244393639738073,1909,0.5644369663592351,7.931965283976691,0.0843722640530598,sigmoid,Kraft [kN],e_sensor,1,S7,404.2327836416327,11.208675534629641,Spröder Bruch,<12,80 bar,S7,0
70,s 7,5.107432,30.35965109581978,14.13324545397591,1510,0.604271554967002,9.841116944311604,0.0759899116675776,sigmoid,Kraft [kN],e_sensor,1,S7,415.0112407914546,11.289179504654786,Splitternder Bruch,<7,60 bar,S7,0
77,s 7,5.124550999999999,44.47158669364399,11.779346865119072,2230,0.5445800569429804,6.909617060940124,0.0768673840746454,sigmoid,Kraft [kN],e_sensor,1,S7,372.82976148555946,10.817265244510978,Splitternder Bruch,<7,60 bar,S7,0
79,s 7,5.177008,36.66922951080044,13.107030069475488,2206,0.5705224675847117,7.847476612063126,0.0757729252741367,sigmoid,Kraft [kN],e_sensor,1,S7,428.09727156651604,11.387835570736659,Zug-/Schubversagen,<7,60 bar,S7,0
81,s 7,5.12577,60.540111534462135,13.828218245285214,3389,0.5232651753387199,5.920386002196165,0.0633081154057574,sigmoid,Kraft [kN],e_sensor,1,S7,386.5493385790031,10.707169240222164,Zug-/Schubversagen,<7,60 bar,S7,0
90,s 7,5.01498,33.20295363839935,12.578723085747278,1637,0.5892316260267706,9.054402533534027,0.0786039988014269,sigmoid,Kraft [kN],e_sensor,1,S7,417.50415333858376,10.753954580214094,Einspannung,<7,60 bar,S7,0
91,s 7,5.16395,55.71363052387223,16.064706107276525,2808,0.5266219702760612,6.108296832612499,0.0688983933511232,sigmoid,Kraft [kN],e_sensor,1,S7,441.42290670805795,11.19177637344999,Zug-/Schubversagen,<7,60 bar,S7,0
