sequence,n_events,a_hat,k,R2,max_mag,max_mag_pos,total_energy_log
seq_264,9,0.6135983854304717,8.721024208085124,0.9497050934838083,3.35,0.0,10.21082653628609
seq_265,13,0.3466532311491751,5.722490087096092,0.9247543765388666,3.47,0.16666666666666666,10.587595929208533
seq_266,8,0.6683025783395927,4.5095115358870945,0.9059433642756466,4.7,1.0,12.241721323787184
seq_267,27,0.21019850490636022,13.666650089601504,0.9267916819613778,7.0,0.0,15.302886630780197
seq_268,11,0.41805011095078637,5.189152203473548,0.9709258526515537,4.5,0.0,12.311801960381729
seq_269,8,0.6462161746513676,14.188434157423877,0.9792368665059095,3.59,0.7142857142857143,10.440070753802345
seq_270,10,0.7078129925723389,5.411147243556674,0.8820517816298173,3.62,1.0,10.572610093212866
seq_271,10,0.1821482048192169,35.90091446350086,0.9700506987124939,5.2,0.2222222222222222,12.83683455521076
seq_272,8,0.48699157099592616,78.1195760115798,0.9998921319674802,6.1,0.5714285714285714,13.964208352104569
seq_273,8,0.4716927639226128,4.091206773149427,0.8405304165365087,3.55,0.8571428571428571,10.571626309944953
seq_274,10,0.39828061714606966,26.390062748331303,0.9680868496110363,5.0,0.4444444444444444,12.546161073366092
seq_275,9,0.5717286109448895,5.3422345174378805,0.9674628687057056,4.7,0.75,12.429579918136156
seq_276,9,0.1849547846690495,99.99999999999768,0.999823366025528,6.0,0.25,13.80637818800107
seq_277,8,0.8860026783111153,26.584266586057872,0.8398834295289856,3.5,1.0,10.264298448272214
seq_278,10,0.3068998149008635,35.75323077269828,0.9739263190884823,4.05,0.3333333333333333,11.067271861498485
seq_279,8,0.49383811844642966,8.503946018005003,0.977872633657505,5.2,0.5714285714285714,12.952263524718644
seq_280,15,0.40570129032011937,33.53490792956814,0.9860577443186009,5.3,0.42857142857142855,13.038663969875023
seq_281,19,0.19735448429244754,70.22947529910056,0.9269383812467138,5.6,0.2222222222222222,13.384411105528054
seq_282,12,0.4642183557267639,9.785463485514901,0.9457108595421737,5.0,0.45454545454545453,12.60519072995563
seq_283,11,0.5191612427606929,5.822551169203527,0.9725435441749727,4.6,0.0,12.43502398520329
