event,type,start,end,n_days,total_return_pct,baseline_surprise,mean_excess,sigma_final,sigma_range,epsilon_final,a_hat_sigma_t,sigmoid_k_sigma_t,sigmoid_r2_sigma_t,a_hat_epsilon_t,sigmoid_k_epsilon_t,sigmoid_r2_epsilon_t,hooke_r2,hooke_E,hooke_p,a_hat_sigma_eps,sigmoid_k_sigma_eps,sigmoid_r2_sigma_eps,surp_1st_half,surp_2nd_half,surp_acceleration,status
Calm_2003_4_Aug2,calm,2003-04-15,2003-06-25,50,10.041908973218327,1.71153979355888,-0.24160995673670885,-12.080497836835443,12.225043673077895,0.9256179671516956,0.01000000000984296,0.5000000000000063,0.0,0.4927312413153459,4.225903902388064,0.9965566173900737,0.9598109758890591,-12.767968683651224,3.682823310042426e-35,0.010000000008885884,0.5000000000000056,0.0,-0.17183276334391068,-0.3113871501295071,-0.1395543867855964,OK
Calm_2004_4_Aug2,calm,2004-04-15,2004-06-25,50,0.7633684169271904,0.8795954311754001,0.2873107586608875,14.365537933044378,15.00830690460875,0.8821340074089333,0.1396044989718156,4.214783109598956,0.9710631595859164,0.6415356937481184,5.501566663435878,0.9985623494608308,0.7987310255714356,12.355240257196773,2.4907972970210862e-18,0.3332802268373662,6.311417276698944,0.9012259904787555,0.42985042350094127,0.14477109382083372,-0.2850793296801075,OK
Calm_2005_4_Aug2,calm,2005-04-15,2005-06-25,50,3.1875557030457857,0.8100544678791244,0.2321286465234073,11.606432326170367,10.869166678096667,1.5162125271490374,0.10714510539534128,11.478528367998367,0.8433855255926447,0.7852118564445127,2.3778628164776268,0.9988497954761298,0.30929474969655957,3.6737611292255563,2.7493938319728515e-05,0.10714510539534128,11.478528367998367,0.8433855255926447,0.49175911715239645,-0.02750182410558181,-0.5192609412579783,OK
Calm_2006_4_Aug2,calm,2006-04-15,2006-06-25,49,-2.890220107967867,0.7500326954432696,0.5187552465393187,25.419007080426613,25.687402490606573,0.496988559828349,0.6442577921306191,6.003622732352893,0.9878995585903455,0.8875801516177181,15.645658551536659,0.925433129041901,0.4983805591679976,49.376216094374186,1.4624395472010734e-08,0.767568584414417,199.99999999895368,0.63411834764251,0.3913433489017571,0.6410706682713777,0.24972731936962062,OK
Calm_2007_4_Aug2,calm,2007-04-15,2007-06-25,50,3.5478503365166336,0.6306643692627798,0.39004960777366693,19.50248038868335,19.011699878743258,3.489541302106705,0.9272513656595303,5.349310657442861,0.9718422363590213,0.22464924487572907,3.773609188123797,0.9977679764596105,0.705010106158941,4.645713581513026,2.5513312846958772e-14,0.9272513656595303,5.349310657442861,0.9718422363590213,0.20469560425880293,0.5754036112885308,0.37070800702972784,OK
Calm_2009_10_Aug2,calm,2009-10-15,2009-12-25,50,3.4540157784412218,1.7293178371320908,-0.3414611557381256,-17.07305778690628,17.244201531227947,-0.06992790224070711,0.010000000000000132,0.5000000000000001,0.0,0.7574552205505348,13.19550647490943,0.4533380898908904,0.4712894583613305,-40.313153635621774,3.718567610557932e-08,0.010000000000001105,0.5000000000000001,0.0,-0.12699352325499796,-0.5559287882212531,-0.42893526496625517,OK
Calm_2010_4_Aug2,calm,2010-04-15,2010-06-25,51,-10.56752943510839,1.1617254946809652,0.8379977227479034,42.73788386014308,43.36573720832987,2.152453031091806,0.409650694903413,4.199573727778743,0.9933940509962864,0.7508170674310559,5.294439982016448,0.9983260743670496,0.881356817746983,19.771629130193276,2.5110745072632967e-24,0.42076380126109986,4.401122258097092,0.9894751212317644,0.86127412195259,0.8156165696664741,-0.0456575522861159,OK
Calm_2012_4_Aug2,calm,2012-04-15,2012-06-25,50,-3.7476719271695935,1.6040869900147254,-0.1554115872027608,-7.77057936013804,10.49790797774938,-3.7486515116107633,0.9899999999999791,0.5000000000000001,0.0,0.9899998980403077,0.5000000000026387,0.0,0.6666860719365904,2.0890384353590203,4.912885142092959e-13,0.8038625208011851,11.57525804663676,0.9018203301007254,-0.3479285532063387,0.03710537880081711,0.3850339320071558,OK
Calm_2013_4_Aug2,calm,2013-04-15,2013-06-25,51,0.3835436904227274,0.8526264945961839,0.5066978132853374,25.841588477552214,20.076427884151414,0.5886516494996029,0.9899999999999975,5.9966468196432485,0.9571851744413025,0.30646316697085924,2.559910503374458,0.960527293513757,0.7644736448476158,25.43619714724434,5.312836156059199e-17,0.9899999999999999,6.102145240159393,0.9473490722119147,0.46104444954837165,0.5505952784170353,0.08955082886866361,OK
Calm_2014_4_Aug2,calm,2014-04-15,2014-06-25,50,7.421677878422384,0.8211750402886533,-0.06759094252071705,-3.3795471260358525,5.461556750562062,-0.414003159087193,0.010000000000210455,0.5000000000000001,0.0,0.010000000000075868,0.5000000000000001,0.0,0.741665730345635,8.04349973950975,1.0312058700112016e-15,0.22656752964153387,14.03977005536884,0.9355254869962301,0.07089929298828043,-0.20608117802971457,-0.276980471017995,OK
Calm_2016_4_Aug2,calm,2016-04-15,2016-06-25,50,-1.7850105908239655,1.3178665477236386,-0.1474141028604413,-7.3707051430220645,20.367313944904023,-3.1030093929939735,0.010000055673307856,0.5000000001862431,0.0,0.010000037034387512,0.5000000000002404,0.0,0.8701773169581613,5.695665848465092,6.432517082432657e-23,0.4525255418902725,2.79676006161186,0.8717767474397436,-0.3608171662655985,0.06598896054471595,0.4268061268103145,OK
Calm_2017_4_Aug2,calm,2017-04-15,2017-06-25,49,5.0774848097380865,0.5821164304300309,0.14684082134691362,7.195200245998766,7.75156707784523,-1.4181485604134383,0.4517162850297225,199.99999999999997,0.9541215140117465,0.01000001995074893,0.5000000000199997,0.0,0.6275162279468952,-6.491157747684004,1.2041336646959194e-11,0.010000000000000045,0.5000000000000001,0.0,0.28892518808810275,0.010439829275372023,-0.27848535881273073,OK
Calm_2020_10_Aug2,calm,2020-10-15,2020-12-25,50,6.507905568434547,1.6357511512343117,-0.24948323666489652,-12.474161833244827,16.973545154073214,-2.508171242477478,0.010000000002496217,0.5000000000000002,0.0,0.01000000255757837,0.5000000000073379,0.0,0.4579328931188927,4.568060093904762,6.857636155800404e-08,0.1839388388630161,12.546291725658172,0.8252687600811126,0.1250632647268769,-0.6240297380566701,-0.749093002783547,OK
Calm_2021_4_Aug2,calm,2021-04-15,2021-06-25,51,4.0237125373024485,1.2199125717808017,-0.1252154094107419,-6.385985879947838,9.290209713331194,-1.3304484901574023,0.010000000000000002,113.39713440786386,0.0,0.010000000000000002,0.5000000000000001,0.0,0.575186611296534,4.737156543894548,1.1468134233761671e-10,0.2620387070856509,32.35800458280718,0.7183977650036821,0.04599800754130576,-0.28984369494155704,-0.3358417024828628,OK
Calm_2023_4_Aug2,calm,2023-04-15,2023-06-25,48,5.420937697071926,1.5295590494290061,-0.33631639343609493,-16.14318688493256,15.370398773007693,-2.174368547072284,0.010000000000055038,0.5000000000000001,0.0,0.010000004019385413,0.5000000000061032,0.0,0.910047471615361,7.294224360463835,1.0717331410287822e-25,0.15136814558535655,4.046186568872505,0.9650029635837905,-0.24697058023344498,-0.42566220663874493,-0.17869162640529995,OK
Calm_2024_4_Aug2,calm,2024-04-15,2024-06-25,50,6.99573725648599,0.9307100960575372,0.048722234130678194,2.4361117065339086,5.458709313687785,-0.5274692997122823,0.1901013961854906,33.16765293635901,0.6997986786079098,0.010000000003206885,0.5000000000000001,0.0,0.06008694822647741,-1.9605858503453886,0.08620778437609078,0.054716411490102625,37.98182721912503,0.0827789859281981,0.2438448618786788,-0.1464003936173224,-0.3902452554960012,OK
Calm_2003_4_VolP,calm,2003-04-15,2003-06-10,39,11.579482521883723,1.71153979355888,-0.24453930528920312,-9.537032906278922,9.681578742521374,0.83802817187185,0.010000000002867979,0.5000000000000017,0.0,0.7738623459658678,2.2511562424152585,0.9978402923237054,0.9354779630485349,-12.098369153525214,1.2829884719134024e-23,0.010000000002867979,0.5000000000000017,0.0,-0.2005834998869739,-0.286297320421321,-0.08571382053434709,OK
Calm_2004_4_VolP,calm,2004-04-15,2004-06-10,40,0.8466304628785837,0.8795954311754001,0.35405195275316215,14.162078110126487,14.250692646884067,0.6833476398201395,0.15035515455684312,4.019940562798523,0.9680539870312538,0.7536835824653317,4.95233346898007,0.997188186268476,0.7581064210856899,15.0797141992497,2.8496228360761205e-13,0.38510739244293757,13.486879158607493,0.8837184004990011,0.5074339541090912,0.20066995139723326,-0.30676400271185794,OK
Calm_2005_4_VolP,calm,2005-04-15,2005-06-10,40,3.8265863815058587,0.8100544678791244,0.2705716113034847,10.82286445213939,10.869166678096667,1.1538434133929463,0.10497219204639029,6.472900116092391,0.9752111265048442,0.7805413938767247,2.289577177839256,0.9970348974346127,0.6974116080592055,8.099232617646384,2.0847025148540195e-11,0.10497219204639029,6.472900116092391,0.9752111265048442,0.5449114995445037,-0.0037682769375343038,-0.548679776482038,OK
Calm_2006_4_VolP,calm,2006-04-15,2006-06-10,39,-2.610562331763888,0.7500326954432696,0.47341300397391134,18.463107154982545,18.731502565162504,0.1773527618573172,0.6760130204688816,7.938983487460918,0.9848230467788563,0.9899999999971688,0.5000000080401277,0.0,0.0006709568910903752,3.7606359364823705,0.8756182411479502,0.01000007389047106,0.5000000008243511,0.0,0.20856450680213823,0.7250190762870962,0.5164545694849579,OK
Calm_2007_4_VolP,calm,2007-04-15,2007-06-10,39,3.9360994648056646,0.6306643692627798,0.3190605032274175,12.443359625869284,11.952579115929193,2.977203904632631,0.9899999999999998,3.200854641222006,0.8772335278886461,0.353905384980871,3.897381719444643,0.9988349558409905,0.7739724506094705,2.526221457963577,1.657033568822555e-13,0.9899999999999998,3.200854641222006,0.8772335278886461,0.2058116559301966,0.42664690815977746,0.22083525222958086,OK
Calm_2009_10_VolP,calm,2009-10-15,2009-12-10,40,1.2167186840726485,1.7293178371320908,-0.2477262339440803,-9.909049357763212,10.08019310208488,-0.14508665901939322,0.010000000000578574,0.5000000000000001,0.0,0.8178403155087577,22.627621118736297,0.15958011544275175,0.17452667977032676,-14.850273348580998,0.007312296126538957,0.010000000000000007,0.5000000000000001,0.0,-0.05671097069124291,-0.4387414971969177,-0.38203052650567476,OK
Calm_2010_4_VolP,calm,2010-04-15,2010-06-10,40,-9.934836115780744,1.1617254946809652,0.9486445945779536,37.94578378311816,38.57363713130495,1.409682731227797,0.5113243200236451,3.556857049950937,0.9886890764420114,0.7970437575645868,5.760954978326752,0.9977016225289499,0.882088322441538,26.472269084346504,3.1230204545166204e-19,0.5214206859127881,3.8301405355241105,0.9818224984168966,0.9290059230277461,0.9682832661281614,0.03927734310041531,OK
Calm_2012_4_VolP,calm,2012-04-15,2012-06-10,39,-2.945864124528308,1.6040869900147254,-0.20148255124829703,-7.857819498683588,10.49790797774938,-3.1619910242361327,0.9899999999991699,0.5000000000000001,0.0,0.9899998463339234,0.5000000000002454,0.0,0.7732697901493344,2.8832910216811043,1.7557155410582597e-13,0.7467779331576708,8.21165317199698,0.9127152547901425,-0.4080091836913788,-0.005282250427369439,0.4027269332640093,OK
Calm_2013_4_VolP,calm,2013-04-15,2013-06-10,40,3.77832948111545,0.8526264945961839,0.4052140434946147,16.208561739784592,10.443401146383792,0.35678592728817227,0.9899999999997333,1.4787587959839772,0.8042415593762146,0.3563959489724253,6.47212339055827,0.9955055930349009,0.6743603205717899,13.565617554208977,8.543843903694036e-11,0.9899999999997322,1.427064634151262,0.7683869203432345,0.5327720527116668,0.2776560342775626,-0.25511601843410425,OK
Calm_2014_4_VolP,calm,2014-04-15,2014-06-10,39,6.920338601836207,0.8211750402886533,-0.03583279870450213,-1.397479149475583,3.4749068738472584,-0.21219912166752752,0.01669903616782184,199.99881487805646,0.01950825357654873,0.010000000000024774,0.5000000000000001,0.0,0.2620250147836145,3.645828848153405,0.0008654976458745861,0.12381627244749085,28.467664375995884,0.7834777874007086,0.07359365250600165,-0.13978792735448073,-0.2133815798604824,OK
Calm_2016_4_VolP,calm,2016-04-15,2016-06-10,40,0.990344788047115,1.3178665477236386,-0.4052991948343636,-16.21196779337454,16.26222173765808,-2.344435835432896,0.010000002998842416,0.5000000000069773,0.0,0.01000000031269727,0.5000000000000417,0.0,0.966772060352805,6.2357473466446915,1.058575354901263e-29,0.31204589059818255,2.0717556528473264,0.9440561505048305,-0.40734413085481364,-0.4032542588139135,0.004089872040900111,OK
Calm_2017_4_VolP,calm,2017-04-15,2017-06-10,39,4.687973838352177,0.5821164304300309,0.18992630571325264,7.407125922816853,7.75156707784523,-0.9543363833634005,0.5715927564601809,199.99999999999997,0.9558385333739912,0.9899999661476234,0.5000000000000108,0.0,0.6451816874641042,-8.723347315217636,7.572565599379325e-10,0.9899999993124028,0.5000000000000012,0.0,0.04095725390018296,0.33144690493566886,0.2904896510354859,OK
Calm_2020_10_VolP,calm,2020-10-15,2020-12-10,40,5.403396886975509,1.6357511512343117,-0.11939619621464408,-4.775847848585762,9.275231169414148,-1.889190558720725,,,,0.0100000408550706,0.5000000000473699,0.0,0.022773282746570724,0.8001422612328652,0.3526297221044369,0.12103095372509812,21.22631262054387,0.42470662408636084,0.1805628617030467,-0.4193552541323348,-0.5999181158353815,OK
Calm_2021_4_VolP,calm,2021-04-15,2021-06-10,40,2.9554031558585825,1.2199125717808017,-0.11544633200251378,-4.617853280100551,5.954413109344528,-0.8940944581765462,,,,0.010000000000000002,0.5000000000000001,0.0,0.09330891474622763,2.240566775148757,0.0552680169874407,0.07988218895538163,27.216527916753435,0.28669601511712595,0.016375777766243816,-0.24726844177127133,-0.26364421953751516,OK
Calm_2023_4_VolP,calm,2023-04-15,2023-06-10,39,4.228291268498863,1.5295590494290061,-0.30329725836810295,-11.828593076356015,11.055804964431147,-1.6016474016783078,0.010000000000054661,0.5000000000000001,0.0,0.010000002701468459,0.500000000000604,0.0,0.8220719389081586,6.138005291098791,1.9257193945328963e-15,0.32186653826539974,6.689085572249117,0.9181968053621415,-0.21136079337029642,-0.39063690011601915,-0.17927610674572272,OK
Calm_2024_4_VolP,calm,2024-04-15,2024-06-10,40,4.856587909439436,0.9307100960575372,0.12901200719143963,5.160480287657583,5.458709313687785,-0.407852394958237,0.2515797469450495,23.0112415286624,0.9362681087579022,0.010000000000000547,0.5000000000000001,0.0,0.2635433661764174,-5.085607798081067,0.000704875408498598,0.010000000000001313,0.5000000000000001,0.0,0.2993722688347235,-0.04134825445184428,-0.34072052328656777,OK
Calm_2003_4_Q4_2,calm,2003-04-15,2003-07-19,66,12.275946823395989,1.71153979355888,-0.24484606496362568,-16.159840287599295,16.390774315502636,0.9155421149293068,0.010000001962127043,0.5000000000010643,0.0,0.357040876031331,7.777502718927747,0.9939755801016662,0.9040063533858185,-15.487929213652302,2.819236941324038e-34,0.9899999999999959,0.5000000000000001,0.0,-0.21481702775967404,-0.2748751021675773,-0.060058074407903284,OK
Calm_2004_4_Q4_2,calm,2004-04-15,2004-07-19,65,-2.423094222878641,0.8795954311754001,0.23533917862713807,15.297046610763976,16.5363966832385,1.0941018864595211,0.10744358309447365,4.800113067419031,0.9722803905740068,0.5059779327074061,6.312453469841698,0.9976694781929845,0.8327387228842362,10.758589226492242,3.7663033487517675e-26,0.2375851452264701,5.730542586484013,0.9222796406091047,0.36130888736623695,0.11318673378922398,-0.24812215357701298,OK
Calm_2005_4_Q4_2,calm,2005-04-15,2005-07-19,66,6.691351879263685,0.8100544678791244,0.18755937608149606,12.378918821378742,11.870073908443349,1.986598706458668,0.06875502772614683,12.542360114999292,0.8316846369722378,0.5997237692394284,2.9536414993388087,0.9995179506619445,0.44301168266008056,3.1809397690320402,1.0791900295908057e-09,0.06875502772614683,12.542360114999292,0.8316846369722378,0.373364020757239,0.0017547314057531442,-0.37160928935148585,OK
Calm_2006_4_Q4_2,calm,2006-04-15,2006-07-19,66,-1.9147497029027516,0.7500326954432696,0.5363494264714347,35.39906214711469,35.66745755729465,1.2340386900475928,0.5530122473644664,5.294350501512312,0.9911713235516025,0.8225494904128604,9.819117806731473,0.9900789795954448,0.733777057168251,27.020214198671233,4.6759565242561346e-20,0.6259800767869456,22.39158276206753,0.817970746873318,0.47460479096787067,0.5980940619749987,0.12348927100712803,OK
Calm_2007_4_Q4_2,calm,2007-04-15,2007-07-19,67,7.169266491955306,0.6306643692627798,0.42463930615100537,28.450833512117367,27.960053002177276,4.61439328834169,0.6744043371701328,6.998925730726664,0.9900604536601862,0.20798838600498365,3.045889693830863,0.986785095144501,0.8265374615994158,6.850161969831135,2.032435449834374e-26,0.6744043371701328,6.998925730726664,0.9900604536601862,0.18828230598516807,0.6540446298413771,0.4657623238562091,OK
Calm_2009_10_Q4_2,calm,2009-10-15,2010-01-18,64,4.520914204620463,1.7293178371320908,-0.40232428351013166,-25.748754144648416,26.134256706531247,-0.16002208247824257,0.010000000000000002,0.5000000000000001,0.0,0.5642991023722901,20.750991205043682,0.562664451652513,0.4745618180949767,-66.81512749122138,3.124600254269007e-10,0.010000000000000002,0.5000000000000001,0.0,-0.16598968815622578,-0.6386588788640375,-0.4726691907078117,OK
Calm_2010_4_Q4_2,calm,2010-04-15,2010-07-19,66,-11.048423952034426,1.1617254946809652,0.8312276470570862,54.86102470576772,55.48887805395451,3.178319401112376,0.2896813670943819,3.06580883521319,0.9932261163818179,0.6992184102437711,4.805999295000392,0.9982040124834728,0.9058021570639097,15.956771074014354,1.5390968051452546e-34,0.2921643310623893,3.040408660079276,0.9908371621173924,0.9243747979862373,0.7380804961279355,-0.18629430185830187,OK
Calm_2012_4_Q4_2,calm,2012-04-15,2012-07-19,67,0.9505996651970383,1.6040869900147254,-0.18128943960650679,-12.146392453635956,11.826601374426055,-4.530821440251316,0.9899999994173618,0.5000000000000011,0.0,0.9899999170228926,0.5000000000001198,0.0,0.6487844361544088,1.6824959113522115,2.0676014927630673e-16,0.8551089426223091,14.396559860703444,0.853734221893401,-0.32780906233209933,-0.039079217549314066,0.2887298447827853,OK
Calm_2013_4_Q4_2,calm,2013-04-15,2013-07-19,68,7.093912214127962,0.8526264945961839,0.4241042297597673,28.839087623664177,23.566852450693844,1.0900828484814438,0.644865998173954,10.931053850001256,0.9845491582219899,0.9899999999999999,3.39772464965959,0.9717750244411398,0.9045199133575754,23.29769113700706,2.2323635329550426e-35,0.6463084832454297,11.161096437753464,0.9815975740633887,0.3885274658593219,0.4596809936602127,0.07115352780089079,OK
Calm_2014_4_Q4_2,calm,2014-04-15,2014-07-19,66,8.591561535158654,0.8211750402886533,-0.06890666179610247,-4.547839678542763,9.085614712634362,-1.2621434190148242,0.010000000000000026,0.5000000000000001,0.0,0.0100000000000003,0.5000000000000001,0.0,0.8351102846629135,7.428135297687954,9.664646047694684e-27,0.32213316648278045,11.011821084465428,0.9699006890648691,0.01604087626230674,-0.15385419985451165,-0.1698950761168184,OK
Calm_2016_4_Q4_2,calm,2016-04-15,2016-07-19,66,4.4730128260697555,1.3178665477236386,-0.09814563281391399,-6.477611765718321,20.367313944904023,-3.1996098756689655,0.7565602297638392,199.99999999999977,0.16311297791328982,0.01000000225884817,0.500000000004708,0.0,0.10389630488325144,1.554062653291912,0.008304455360737666,0.8477616168992229,11.472085076220962,0.29436777131604464,-0.37204742493031395,0.17575615930248598,0.5478035842328,OK
Calm_2017_4_Q4_2,calm,2017-04-15,2017-07-19,66,6.74570610452323,0.5821164304300309,0.16548356256006802,10.921915128964491,10.794666988810302,-2.09579283125107,0.3059793809375551,3.0207525324906146,0.8178064780644725,0.01000000397214097,0.5000000000000018,0.0,0.7718623977704561,-5.221058378598663,3.2640691333444054e-22,0.010000061861758017,0.5000000000545534,0.0,0.24568756845771247,0.08527955666242357,-0.1604080117952889,OK
Calm_2020_10_Q4_2,calm,2020-10-15,2021-01-18,64,8.441765624260867,1.6357511512343117,-0.30318910259918513,-19.40410256634785,23.903485887176235,-3.5655748041456667,0.010000000000000007,0.5000000000000001,0.0,0.010000000011603626,0.5000000000000001,0.0,0.7845283175617149,6.812103532870405,2.454371118701408e-22,0.3000073256391109,11.652259069661527,0.9433834352455029,0.00948466191940826,-0.6158628671177785,-0.6253475290371867,OK
Calm_2021_4_Q4_2,calm,2021-04-15,2021-07-19,66,3.6238499543292946,1.2199125717808017,-0.14793317478362575,-9.763589535719298,13.297815049284587,-1.5889897371802584,0.010000000000000002,0.5000000000000001,0.0,0.010000008543645881,0.5000000000001392,0.0,0.8004575433039025,6.439572381647315,4.415592001201083e-24,0.2993209532008378,10.086369859849043,0.8583227601459611,-0.03116561593186332,-0.26470073363538815,-0.23353511770352484,OK
Calm_2023_4_Q4_2,calm,2023-04-15,2023-07-19,65,10.772192353179989,1.5295590494290061,-0.40757405132530167,-26.492313336144605,25.719525224219737,-3.480190546710289,0.010000000000000002,0.5000000000000001,0.0,0.010000000001031843,0.5000000000000026,0.0,0.9754537527344204,7.703475900661472,1.9512187068973963e-52,0.16436191244604048,3.811256536006247,0.9899380314500656,-0.2710153564474465,-0.5399946039341309,-0.2689792474866844,OK
Calm_2024_4_Q4_2,calm,2024-04-15,2024-07-19,67,7.8126840561178135,0.9307100960575372,0.035041981288701854,2.347812746343023,7.736317756230482,-1.4173653099644534,0.09874552761206438,46.05183382981508,0.09508282611124863,0.010000000000001575,0.5000000000000001,0.0,0.27448034454112546,3.1836596715623595,5.369257974408739e-06,0.26376542540508474,37.050346778369594,0.6135617670364788,0.16785163792939206,-0.09386150898020337,-0.26171314690959546,OK
Calm_2003_4_Aug2,calm,2003-04-15,2003-06-22,47,12.19689500574046,1.71153979355888,-0.23284551542410112,-10.943739224932752,11.088285061175206,0.9264748622824706,0.01000000024179285,0.5000000000000845,0.0,0.5568470947611848,3.25198276551239,0.9977658422772755,0.9592294094536713,-12.407319821506132,6.521922831516134e-33,0.010000000240260112,0.5000000000000837,0.0,-0.2946025931449264,-0.17366164927497696,0.12094094386994941,OK
Calm_2004_4_Aug2,calm,2004-04-15,2004-06-22,47,0.7013587481056849,0.8795954311754001,0.3017211269629466,14.18089296725849,15.00830690460875,0.8488071932763914,0.14801240511137473,3.971970158599793,0.9686968905833547,0.6817913243496941,5.189024577907462,0.9982498186478729,0.7965458384020425,13.116987055311332,3.6348247366965125e-17,0.3548490904796187,6.259928263156083,0.893213001983664,0.46636056589888975,0.14394166464933447,-0.3224189012495553,OK
Calm_2005_4_Aug2,calm,2005-04-15,2005-06-22,48,5.4338130163068765,0.8100544678791244,0.14907356628524923,7.155531181691964,10.869166678096667,1.4489468077750827,0.11199100956894732,11.108488719833778,0.8412065166662238,0.7913159509036954,2.3657691558980556,0.9985966457628455,0.30037702067021094,3.8540791593820756,5.5231625954696415e-05,0.11199100956894732,11.108488719833778,0.8412065166662238,0.5096976162219699,-0.21155048365147144,-0.7212480998734413,OK
Calm_2006_4_Aug2,calm,2006-04-15,2006-06-22,48,-2.874594468781033,0.7500326954432696,0.5269730670978809,25.29470722069828,25.56310263087824,0.4604483137577292,0.655742503616565,5.927487930177381,0.9870904264960614,0.8926144586049244,16.354791116943108,0.9086783264996867,0.46857493064242545,51.600888948739254,8.095436211726938e-08,0.7836739680033458,199.99999999810086,0.6114929204093639,0.3913433489017571,0.6626027852940046,0.27125943639224753,OK
Calm_2007_4_Aug2,calm,2007-04-15,2007-06-22,49,4.045471193768746,0.6306643692627798,0.3895393176916062,19.08742656688871,18.596646056948618,3.439477806420551,0.9899999999999998,4.971694239634496,0.9693166060131015,0.2434231064095947,3.9081091456587167,0.9980365704253411,0.6991284168041225,4.471446797493685,7.577445160243091e-14,0.9899999999999998,4.971694239634496,0.9693166060131015,0.18785060915551552,0.5831604778862531,0.3953098687307376,OK
Calm_2009_10_Aug2,calm,2009-10-15,2009-12-22,48,2.764204859578312,1.7293178371320908,-0.31471869018144205,-15.106497128709217,15.277640873030885,-0.08109853214137941,0.010000000000000037,0.5000000000000001,0.0,0.7665746188145933,14.087453020410358,0.39480274822844164,0.4127589820795884,-35.07997206751873,8.532222627607043e-07,0.010000000000000214,0.5000000000000001,0.0,-0.10324208191013047,-0.5261952984527536,-0.42295321654262313,OK
Calm_2010_4_Aug2,calm,2010-04-15,2010-06-22,48,-9.158128333167747,1.1617254946809652,0.8664901118147484,41.591525367107934,42.219378715294724,1.9512680336865778,0.4358656477292685,3.9477716817102966,0.9925280839475741,0.7655341508143402,5.369400348679596,0.9982076925840374,0.8849815401624539,21.310039041540765,3.098982333599843e-23,0.44728620143167264,4.163319056458881,0.9880886294635542,0.8819313109755029,0.8510489126539942,-0.03088239832150874,OK
Calm_2012_4_Aug2,calm,2012-04-15,2012-06-22,49,-2.1791280799698276,1.6040869900147254,-0.16837411253097037,-8.250331514017548,10.49790797774938,-3.702662494541512,0.989999999999976,0.5000000000000001,0.0,0.01000000002109828,0.5000000000000006,0.0,0.6843974910498842,2.1645326779774434,2.3535765898023455e-13,0.7997037788409724,11.153855634681271,0.9045950554124043,-0.3545955787840369,0.010398495071973591,0.3649940738560105,OK
Calm_2013_4_Aug2,calm,2013-04-15,2013-06-22,49,0.7000315154156889,0.8526264945961839,0.499483726229379,24.474702585239577,18.709541991838776,0.5230169857195556,0.9899999999999888,5.886375560601676,0.940315034149723,0.23947491854759248,3.2010711991547995,0.9713422351012106,0.7280769150279203,22.991224397463192,6.898002658205124e-15,0.9899999999999999,5.994745466973045,0.9264714566963769,0.46021241172208693,0.5371841881563792,0.07697177643429232,OK
Calm_2014_4_Aug2,calm,2014-04-15,2014-06-22,47,7.619400085877359,0.8211750402886533,-0.06164082610540224,-2.897118826953905,4.974546551325581,-0.36841261504823253,0.010000000000000089,0.5000000000000001,0.0,0.010000000000000002,0.5000000000000001,0.0,0.6636375705294811,7.140750273638805,3.2400766135209316e-12,0.22009446548701064,18.07422060207963,0.9177302425913157,0.07509006981341773,-0.19267460136093806,-0.26776467117435576,OK
Calm_2016_4_Aug2,calm,2016-04-15,2016-06-22,48,0.5635689470755656,1.3178665477236386,-0.4371801211720409,-20.984645816257963,20.367313944904023,-2.953632997039505,0.010000000105518917,0.5000000000000777,0.0,0.010000000001163316,0.5000000000000001,0.0,0.9823311736848167,6.304217347155743,5.723828534784015e-42,0.21027637760204557,2.790362901955889,0.9704149010292148,-0.3551783620198332,-0.5191818803242486,-0.1640035183044154,OK
Calm_2017_4_Aug2,calm,2017-04-15,2017-06-22,48,4.952125652801875,0.5821164304300309,0.154774258883917,7.429164426428015,7.75156707784523,-1.3594344811050223,0.46136411091075136,199.99999999999997,0.953907990968579,0.01000000000166819,0.5000000000000001,0.0,0.6375033707214887,-6.794893771229739,1.0591177185165519e-11,0.01000000001940938,0.5000000000000118,0.0,0.28892518808810275,0.020623329679731236,-0.2683018584083715,OK
Calm_2020_10_Aug2,calm,2020-10-15,2020-12-22,48,5.99989591711223,1.6357511512343117,-0.21593621952897504,-10.3649385373908,14.864321858219187,-2.372280860639563,0.010000000002771991,19.213339169457914,0.0012407756308627782,0.010000000074188456,0.5000000000001323,0.0,0.37239313579012306,3.8735794496663076,4.124544562731505e-06,0.1906616682111855,14.619769952184587,0.7779517949163061,0.12777283136015166,-0.5596452704181017,-0.6874181017782535,OK
Calm_2021_4_Aug2,calm,2021-04-15,2021-06-22,48,3.1703118232485172,1.2199125717808017,-0.10578706782680963,-5.077779255686862,9.290209713331194,-1.2584496566540775,0.010000000000000002,101.95060864018171,0.0,0.010000000000000002,0.5000000000000001,0.0,0.5115316132107449,4.753265625498884,1.1187676264312886e-08,0.21294236939142494,29.731025508190505,0.6776112605932219,0.05513546970204599,-0.26670960535566524,-0.3218450750577112,OK
Calm_2023_4_Aug2,calm,2023-04-15,2023-06-22,47,6.223995723830877,1.5295590494290061,-0.33709619412780023,-15.843521124006612,15.070733012081744,-2.0977996544615705,0.010000000000124342,0.5000000000000001,0.0,0.01000000123867735,0.5000000000024198,0.0,0.9021756991724671,7.216681433650633,2.395141221550479e-24,0.1464757625617084,4.025574164301951,0.9615224257974174,-0.25061495614926416,-0.41997404719056397,-0.16935909104129981,OK
