event,type,start,end,n_days,total_return_pct,baseline_surprise,mean_excess,sigma_final,sigma_range,epsilon_final,a_hat_sigma_t,sigmoid_k_sigma_t,sigmoid_r2_sigma_t,a_hat_epsilon_t,sigmoid_k_epsilon_t,sigmoid_r2_epsilon_t,hooke_r2,hooke_E,hooke_p,a_hat_sigma_eps,sigmoid_k_sigma_eps,sigmoid_r2_sigma_eps,surp_1st_half,surp_2nd_half,surp_acceleration,status
Calm_2007_4_Aug2,calm,2007-04-15,2007-07-12,62,6.699299938896508,0.6306643692627798,0.44440541579097503,27.553135779040456,27.062355269100365,4.202528894141068,0.7030299127011631,7.25744910914079,0.9875734020157863,0.19273072616279174,3.388196482391583,0.9915818839244783,0.7894409718460512,6.377180214882899,5.777790859341851e-22,0.7030299127011631,7.25744910914079,0.9875734020157863,0.18621391921868347,0.7025969123632666,0.5163829931445831,OK
Calm_2009_10_Aug2,calm,2009-10-15,2010-01-11,60,5.523439156609977,1.7293178371320908,-0.4027837105381572,-24.167022632289427,24.338166376611095,-0.11452821561698279,0.010000000000000134,0.5000000000000001,0.0,0.619751381125701,17.096932104818073,0.580454768057055,0.5496548659551103,-62.26072341179149,1.2456064447985112e-11,0.010000000000000083,0.5000000000000001,0.0,-0.1777355669213844,-0.6278318541549299,-0.45009628723354556,OK
Calm_2010_4_Aug2,calm,2010-04-15,2010-07-12,61,-10.434902395783329,1.1617254946809652,0.8388658851399319,51.17081899353585,51.79867234172264,2.8211728114362695,0.3174606484450729,3.184756309741707,0.9928057497616573,0.7081393679259012,5.040941862864791,0.9983845666376652,0.8993567214027051,16.976826664312654,4.159734171198311e-31,0.33799569320293144,3.3645199697140837,0.9899781922572057,0.895836462430172,0.7837330684074412,-0.11210339402273084,OK
Calm_2012_4_Aug2,calm,2012-04-15,2012-07-12,62,-2.142463443985465,1.6040869900147254,-0.16873700567377664,-10.461694351774153,10.49790797774938,-4.288323566909547,0.9899999999831901,0.5000000000000001,0.0,0.9899999097402289,0.5000000000000856,0.0,0.6034102720165802,1.6454493978868028,1.165468843200407e-13,0.8426651251224504,14.740517210020242,0.8864897335294125,-0.34729569743305044,0.009821686085497093,0.35711738351854755,OK
Calm_2013_4_Aug2,calm,2013-04-15,2013-07-12,63,6.043005866577178,0.8526264945961839,0.464920755201003,29.290007577663193,23.566852450693844,0.9842595144436272,0.7031573846989514,9.615767731652927,0.981167722796102,0.9899999999999999,3.129660764478049,0.9569677832484903,0.8992997362162531,25.30372294694246,4.189941947877173e-32,0.7043506508373016,9.816516296535994,0.9774632220782149,0.35326591176868566,0.5730863847760606,0.2198204730073749,OK
Calm_2014_4_Aug2,calm,2014-04-15,2014-07-12,61,7.98734332508646,0.8211750402886533,-0.10001977492277057,-6.101206270289005,8.17863399466068,-0.8296748264622552,0.010000000000000075,0.5000000000000001,0.0,0.010000000000000066,0.5000000000000001,0.0,0.8898961760806108,9.423908250116535,5.919683491773423e-30,0.26106350620020474,9.844234146954815,0.9722816806159909,0.04713326146263321,-0.24242593916670974,-0.2895592006293429,OK
Calm_2016_4_Aug2,calm,2016-04-15,2016-07-12,61,3.8738101512348244,1.3178665477236386,-0.07496847143520517,-4.573076757547516,20.367313944904023,-3.199719844064048,0.010000000000010329,0.5000000000000001,0.0,0.010000809063563425,0.5000000074005443,0.0,0.17857529753498425,2.142597610970949,0.0006922801629991027,0.7981838812706276,9.83788732031958,0.3607913003271003,-0.34355984994063266,0.1849586690539183,0.5285185189945509,OK
Calm_2017_4_Aug2,calm,2017-04-15,2017-07-12,61,5.457792887207402,0.5821164304300309,0.1827998306568784,11.150789670069583,10.794666988810302,-1.9034348093313558,0.36270162648061416,199.99999999999997,0.887332702727496,0.010000000114335786,0.5000000000000147,0.0,0.7353394790683163,-5.445650713790844,1.1174632122966666e-18,0.01000000001341528,0.5000000000000535,0.0,0.25884034838009223,0.1092122328602198,-0.14962811551987243,OK
Calm_2020_10_Aug2,calm,2020-10-15,2021-01-11,60,9.304811468041896,1.6357511512343117,-0.27250220391535507,-16.350132234921304,20.84951555574969,-3.2283623026185144,0.010000000000000002,0.5000000000000001,0.0,0.010000003849951613,0.5000000000034233,0.0,0.7233201539109577,6.504476344339999,8.004047416633388e-18,0.27150470007570604,12.102069727148754,0.9293734383238587,0.051895635846443716,-0.5969000436771539,-0.6487956795235976,OK
Calm_2021_4_Aug2,calm,2021-04-15,2021-07-12,61,6.576727762607137,1.2199125717808017,-0.16800883166599598,-10.248538731625755,11.600421980700114,-1.5099954396830446,0.010000000000000002,0.5000000000000001,0.0,0.010000000004295235,0.5000000000000937,0.0,0.7608785796068114,5.926641119333872,5.508724575193928e-20,0.3065641436883687,12.956599694381334,0.8166167890348002,0.016155901508861144,-0.34623276699650285,-0.362388668505364,OK
Calm_2023_4_Aug2,calm,2023-04-15,2023-07-12,60,8.538252321960638,1.5295590494290061,-0.3805002825922533,-22.8300169555352,22.057228843610332,-3.0841687726189817,0.010000000000000002,0.5000000000000001,0.0,0.010000011282618838,0.5000000000010552,0.0,0.9652148723081276,7.6171365545861,5.323486665080318e-44,0.17218629406341984,3.8985219762862804,0.9862161963123582,-0.24940162773172728,-0.5115989374527794,-0.26219730972105215,OK
Calm_2024_4_Aug2,calm,2024-04-15,2024-07-12,62,9.972895924769198,0.9307100960575372,0.0012878922546739095,0.07984931978978127,7.736317756230482,-1.0353683717633038,0.1166007943478933,41.619848069041915,0.1327338919159553,0.010000000000000016,0.5000000000000001,0.0,0.23097254310669726,3.702566363561532,7.703000673893932e-05,0.18971045113759583,27.605946335513803,0.6074419935064148,0.16258699776240104,-0.16001121325305323,-0.3225982110154543,OK
