specimen_id	outcome	a_hat_paper	n_points	logistic_aic	logistic_bic	logistic_r2	logistic_inflection	logistic_success	gompertz_aic	gompertz_bic	gompertz_r2	gompertz_inflection	gompertz_success	weibull_aic	weibull_bic	weibull_r2	weibull_inflection	weibull_success	hill_aic	hill_bic	hill_r2	hill_inflection	hill_success
P_150_I_1_091_161_04	249.462157301722		500	-2556.602090246251	-2548.172874049407	0.9963560917763526	0.1188213780265713	True	-1914.50482761369	-1906.0756114168455	0.9868390867585228	0.08976134987801292	True	-1916.528641692865	-1908.0994254960206	0.9868922495773057	0.08929998198252449	True	-1478.450733436249	-1470.0215172394046	0.9685197770092409	0.08256222245114245	True
P_150_I_2_092_162_05	244.385880366307		500	-1867.6616461217868	-1859.2324299249424	0.9867511663321306	0.09850466649452007	True	-2024.181094344347	-2015.7518781475026	0.9903121683682707	0.07042336069405047	True	-2058.486591056119	-2050.0573748592747	0.9909545702186459	0.05063252219185809	True	-1560.5513236289385	-1552.122107432094	0.9755132986417349	0.05175586953288923	True
P_150_I_3_093_151_02	246.823787434616		337	-1631.3466248914629	-1623.7064590307582	0.9950594499687575	0.1259068860904176	True	-1410.4542536465851	-1402.8140877858805	0.9904842944975095	0.09198401989627798	True	-1346.1731661009312	-1338.5330002402266	0.9884845603722295	0.07997928077015679	True	-1024.341656769423	-1016.7014909087183	0.9700754757517517	0.07761068901825802	True
P_200_G_1_114_173_05	220.408041017732		500	-2231.180103710136	-2222.7508875132917	0.9928488644162303	0.12720450006653045	True	-2139.3777674428597	-2130.9485512460155	0.9914076193507795	0.0894051249654752	True	-1962.7733710817586	-1954.3441548849141	0.9877676432652792	0.060528787872229706	True	-1476.9188984982586	-1468.4896823014142	0.9676765304631209	0.06721980667886414	True
P_200_G_2_115_174_06	214.945981182695		500	-2055.495321216721	-2047.0661050198767	0.983916477528599	0.10494051008162944	True	-1835.8149399553981	-1827.3857237585537	0.9750429571368054	0.056586783575148916	True	-1295.208779824921	-1286.7795636280766	0.9264203581840249		True	-1039.4435052233175	-1031.014289026473	0.8772807862282634	0.017900351770294816	True
P_200_G_3_116_171_07	216.451943555494		500	-2416.649061530606	-2408.219845333762	0.9950672029357902	0.13220387597169364	True	-2047.7447666519224	-2039.315550455078	0.9896838072465153	0.09546079249449917	True	-1894.5044934441687	-1886.0752772473243	0.9859840590777154	0.07909734578632574	True	-1455.7381807057764	-1447.308964508932	0.9662922444922649	0.07934405359318686	True
P_200_H_1_118_167_12	233.054285791389		500	-2511.3034842169113	-2502.874268020067	0.9961529921029366	0.08858913148890496	True	-2357.2545623166807	-2348.8253461198365	0.9947648603491157	0.06520699405786828	True	-2165.0693939791167	-2156.6401777822725	0.992311206670019	0.05480622118754786	True	-1703.610130747334	-1695.1809145504897	0.9806501941953104	0.05375145807442586	True
P_200_H_2_119_149_20	230.617810804213		500	-2431.49262635406	-2423.063410157216	0.9946799882686853	0.12602747877496903	True	-2239.8996954880367	-2231.4704792911925	0.9921958053076199	0.09001778921318644	True	-2069.5824593825146	-2061.1532431856704	0.9890285566025382	0.06928136546069595	True	-1564.952927494608	-1556.5237112977636	0.9698991049797626	0.07298260399439978	True
P_200_H_3_120_182_21	231.533681763112		500	-1438.8603321415826	-1430.4311159447382	0.9551962135604632	0.06587398391079079	True	-1466.1729570452512	-1457.7437408484068	0.9575779868837633	0.036108123560564545	True	-1260.3114398945067	-1251.8822236976623	0.9359675209951835		True	-1038.2412143026681	-1029.8119981058237	0.9001637952809849	0.005105248842198146	True
P_200_I_1_122_181_07	202.665685663864		500	-1172.8333662949144	-1164.40415009807	0.9515379577070007	0.12569240350826832	True	-1360.022270445014	-1351.5930542481697	0.9666718278413253	0.08346631464132635	True	-1583.8237877116153	-1575.3945715147709	0.9786980202254335	0.012930453215309244	True	-1443.215443957547	-1434.7862277607026	0.9717804019446925	0.032759399717775334	True
P_200_I_2_123_169_06	215.29062358054		500	-2586.8392247578527	-2578.4100085610085	0.9966003238554605	0.13498665649208333	True	-2139.1465729493925	-2130.7173567525483	0.9916766444976658	0.0997374401906349	True	-2022.6573047974284	-2014.228088600584	0.9894929756899933	0.08924880235110358	True	-1550.0640407234605	-1541.634824526616	0.9729623444725799	0.08568099301358206	True
P_200_I_3_124_150_03	210.906407954167		319	-1444.2880850844042	-1436.7577028788346	0.9935300321852355	0.14247044873747294	True	-1445.6708384551423	-1438.1404562495727	0.9935580165366421	0.0991013644804002	True	-1289.350728731777	-1281.8203465262075	0.9894843126470059	0.0652160397660422	True	-957.0049241901978	-949.4745419846281	0.9701941538530836	0.07574474698088568	True
P_250_F_1_141_189_07	150.820870421953		500	-1918.7546785601355	-1910.325462363291	0.9852441515963108	0.09329931308038043	True	-2492.01126561272	-2483.5820494158756	0.9953114360945499	0.061743280762227445	True	-2936.732474213656	-2928.303258016812	0.9980735403987561	0.011763397851741672	True	-1983.9174245962035	-1975.488208399359	0.9870471736658663	0.035414300240856254	True
